,expiration_timestamp,option_type,instrument_name,strike,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv
170,1613894400000,put,ETH-21FEB21-1560-P,1560.0,2029.68,SYN.ETH-21FEB21,1613824387461,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0,0.0001,0.015,0.0,116.53,,0.0,2027.26,"{'vega': 0.0, 'theta': -2e-05, 'rho': 0.0, 'gamma': 0.0, 'delta': 0.0}",2027.26,7743702766,[],0.0,0.0,0.0,0.002,300.0,"[[0.002, 300.0], [0.01, 5.0]]",315.51
171,1615536000000,put,ETH-12MAR21-2040-P,2040.0,2083.9,SYN.ETH-12MAR21,1613824387459,"{'volume': 4.0, 'price_change': -0.885, 'low': 0.11, 'high': 0.113}",open,0.11,69.0,0.0465,0.1645,0.094537,114.23,0.112,0.0,2027.26,"{'vega': 1.89334, 'theta': -5.45871, 'rho': -0.57703, 'gamma': 0.0007, 'delta': -0.41564}",2027.26,7743725100,"[[0.094, 5.0], [0.0935, 250.0], [0.091, 320.0], [0.0725, 1.0]]",113.64,0.094,5.0,0.098,320.0,"[[0.098, 320.0], [0.0995, 5.0]]",118.04
172,1614931200000,put,ETH-5MAR21-2320-P,2320.0,2063.82,SYN.ETH-5MAR21,1613824388462,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.19,0.0,0.115,0.2455,0.17042,121.2,,0.0,2027.22,"{'vega': 1.42284, 'theta': -6.7306, 'rho': -0.5987, 'gamma': 0.00079, 'delta': -0.65609}",2027.22,7743547913,[],0.0,0.0,0.0,0.0,0.0,[],0.0
173,1615536000000,put,ETH-12MAR21-1840-P,1840.0,2083.8,SYN.ETH-12MAR21,1613824388464,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.053, 'high': 0.053}",open,0.06,20.0,0.018,0.113,0.052968,115.78,0.053,0.0,2027.22,"{'vega': 1.62139, 'theta': -4.73783, 'rho': -0.37154, 'gamma': 0.00059, 'delta': -0.27553}",2027.22,7743725295,"[[0.0515, 280.0], [0.051, 320.0], [0.033, 1.0]]",113.86,0.0515,280.0,0.0565,595.0,"[[0.0565, 595.0], [0.057, 5.0]]",120.28
174,1616745600000,call,ETH-26MAR21-1120-C,1120.0,2123.72,ETH-26MAR21,1613824388465,"{'volume': 2.0, 'price_change': 2.6201, 'low': 0.458, 'high': 0.47}",open,0.47,6687.0,0.4575,0.5085,0.482401,143.01,0.47,0.0,2027.22,"{'vega': 0.6207, 'theta': -1.31267, 'rho': 0.92833, 'gamma': 0.0001, 'delta': 0.95427}",2027.22,7743724089,"[[0.473, 5.0], [0.4725, 205.0], [0.2, 50.0], [0.05, 2.0], [0.04, 10.0], [0.003, 1.0], [0.0005, 50.0]]",84.26,0.473,5.0,0.0,0.0,[],0.0
175,1616745600000,put,ETH-26MAR21-2240-P,2240.0,2123.76,ETH-26MAR21,1613824388464,"{'volume': 211.0, 'price_change': 1.3405, 'low': 0.1865, 'high': 0.1965}",open,0.2,210.0,0.1205,0.2715,0.184621,125.65,0.189,0.0,2027.22,"{'vega': 2.57519, 'theta': -4.78529, 'rho': -1.3062, 'gamma': 0.00049, 'delta': -0.47931}",2027.22,7743724473,"[[0.055, 305.0]]",8.95,0.055,305.0,0.5995,5.0,"[[0.5995, 5.0], [0.6, 2.0]]",500.0
176,1615536000000,put,ETH-12MAR21-1720-P,1720.0,2083.8,SYN.ETH-12MAR21,1613824388465,"{'volume': 259.0, 'price_change': 1.3889, 'low': 0.036, 'high': 0.0365}",open,0.04,265.0,0.009,0.088,0.035349,117.61,0.0365,0.0,2027.22,"{'vega': 1.36408, 'theta': -4.04897, 'rho': -0.26757, 'gamma': 0.00049, 'delta': -0.20122}",2027.22,7743724148,"[[0.0345, 292.0], [0.034, 320.0], [0.0185, 1.0]]",116.29,0.0345,292.0,0.038,287.0,"[[0.038, 287.0], [0.0385, 320.0], [0.039, 5.0], [0.14, 1.0], [0.61, 4.0]]",121.61
177,1614931200000,put,ETH-5MAR21-2200-P,2200.0,2063.82,SYN.ETH-5MAR21,1613824388460,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.15,0.0,0.075,0.202,0.128987,119.85,,0.0,2027.22,"{'vega': 1.51973, 'theta': -7.10885, 'rho': -0.50518, 'gamma': 0.00085, 'delta': -0.56841}",2027.22,7743547911,[],0.0,0.0,0.0,0.0,0.0,[],0.0
178,1624608000000,call,ETH-25JUN21-1440-C,1440.0,2248.07,ETH-25JUN21,1613824388459,"{'volume': 185.0, 'price_change': 1.6092, 'low': 0.435, 'high': 0.4425}",open,0.43,1660.0,0.388,0.5145,0.4411,116.57,0.442,0.0,2027.22,"{'vega': 3.19915, 'theta': -1.49402, 'rho': 3.0662, 'gamma': 0.00016, 'delta': 0.83995}",2027.22,7743724959,"[[0.3535, 200.0], [0.3, 200.0], [0.004, 2.0]]",0.0,0.3535,200.0,0.449,171.0,"[[0.449, 171.0], [0.85, 147.0], [0.95, 5.0], [1.0, 50.0], [1.5, 50.0], [2.0, 50.0], [2.5, 50.0], [3.0, 50.0], [3.5, 52.0]]",122.1
179,1632470400000,call,ETH-24SEP21-1120-C,1120.0,2351.83,ETH-24SEP21,1613824388466,"{'volume': 1.0, 'price_change': 0.0, 'low': 0.57, 'high': 0.57}",open,0.58,940.0,0.539,0.6415,0.580838,109.35,0.57,0.0,2027.22,"{'vega': 3.0881, 'theta': -0.78236, 'rho': 4.48927, 'gamma': 9e-05, 'delta': 0.90366}",2027.22,7743680492,"[[0.523, 300.0], [0.46, 4.0]]",0.0,0.523,300.0,0.6,1.0,"[[0.6, 1.0], [0.65, 1.0], [0.7225, 5.0]]",123.48
